year_quarter,sector,rating,next_rating,observed,recalculated
2011-07-01,public,A,A,1.0,0.9363432988055932
2011-07-01,public,A,AAA,0.0,0.008782422294938086
2011-07-01,public,A,B,0.0,0.0003111434940508743
2011-07-01,public,A,BB,0.0,0.0018769911694236554
2011-07-01,public,A,BBB,0.0,0.05259240921270286
2011-07-01,public,A,C,0.0,9.373502329130943e-05
2011-07-01,public,A,D,0.0,0.0
2011-07-01,public,AAA,A,0.0,0.06530062464561617
2011-07-01,public,AAA,AAA,1.0,0.9040320934842045
2011-07-01,public,AAA,B,0.0,0.0
2011-07-01,public,AAA,BB,0.0,0.01607794267007796
2011-07-01,public,AAA,BBB,0.0,0.00971303852826871
2011-07-01,public,AAA,C,0.0,0.004876300671832658
2011-07-01,public,AAA,D,0.0,0.0
2011-07-01,public,B,A,0.0,0.0
2011-07-01,public,B,AAA,0.0,0.0004990422279904649
2011-07-01,public,B,B,0.9629629629629629,0.9211729080036132
2011-07-01,public,B,BB,0.0,0.019743175840690408
2011-07-01,public,B,BBB,0.0,0.0010331219730073116
2011-07-01,public,B,C,0.037037037037037035,0.05694359680068069
2011-07-01,public,B,D,0.0,0.0006081551540179834
2011-07-01,public,BB,A,0.0,0.0005813929944931129
2011-07-01,public,BB,AAA,0.0,0.0013634297335138879
2011-07-01,public,BB,B,0.1,0.05247556975726482
2011-07-01,public,BB,BB,0.8,0.9045678642204392
2011-07-01,public,BB,BBB,0.1,0.03967404664499663
2011-07-01,public,BB,C,0.0,0.0011969363108598704
2011-07-01,public,BB,D,0.0,0.0001407603384324618
2011-07-01,public,BBB,A,0.04,0.05258425018409418
2011-07-01,public,BBB,AAA,0.0,0.0
2011-07-01,public,BBB,B,0.0,0.0027692418526495187
2011-07-01,public,BBB,BB,0.0,0.03752103927480315
2011-07-01,public,BBB,BBB,0.96,0.9068844431761571
2011-07-01,public,BBB,C,0.0,0.000241025512296034
2011-07-01,public,BBB,D,0.0,0.0
2011-07-01,public,C,A,0.0,0.0
2011-07-01,public,C,AAA,0.0,0.0
2011-07-01,public,C,B,0.0,0.11543832363527273
2011-07-01,public,C,BB,0.0,0.002864524644326849
2011-07-01,public,C,BBB,0.0,0.0007115454413224587
2011-07-01,public,C,C,1.0,0.8750944126114446
2011-07-01,public,C,D,0.0,0.0058911936676334055
2011-10-01,public,A,A,0.9333333333333333,0.950625891539667
2011-10-01,public,A,AAA,0.0,0.016336647024794093
2011-10-01,public,A,B,0.0,0.00013124412661764853
2011-10-01,public,A,BB,0.0,0.0008862512343477466
2011-10-01,public,A,BBB,0.06666666666666667,0.03198461635356489
2011-10-01,public,A,C,0.0,3.5349721008540297e-05
2011-10-01,public,A,D,0.0,0.0
2011-10-01,public,AAA,A,0.0,0.04391550821017034
2011-10-01,public,AAA,AAA,1.0,0.9386409509424851
2011-10-01,public,AAA,B,0.0,0.0
2011-10-01,public,AAA,BB,0.0,0.009134227930566223
2011-10-01,public,AAA,BBB,0.0,0.005931007739626964
2011-10-01,public,AAA,C,0.0,0.0023783051771513472
2011-10-01,public,AAA,D,0.0,0.0
2011-10-01,public,B,A,0.0,0.0
2011-10-01,public,B,AAA,0.0,0.0010941007643138212
2011-10-01,public,B,B,0.9259259259259259,0.9284351632531631
2011-10-01,public,B,BB,0.037037037037037035,0.03276210377830158
2011-10-01,public,B,BBB,0.0,0.002038513847336332
2011-10-01,public,B,C,0.0,0.03540269650358229
2011-10-01,public,B,D,0.037037037037037035,0.0002674218533028789
2011-10-01,public,BB,A,0.0,0.0011269514787201063
2011-10-01,public,BB,AAA,0.0,0.0028687462862656554
2011-10-01,public,BB,B,0.14285714285714285,0.03202501366533582
2011-10-01,public,BB,BB,0.7857142857142857,0.9002607197558841
2011-10-01,public,BB,BBB,0.07142857142857142,0.06311525095664838
2011-10-01,public,BB,C,0.0,0.0005480635290547689
2011-10-01,public,BB,D,0.0,5.525432809123531e-05
2011-10-01,public,BBB,A,0.04,0.08353096026035678
2011-10-01,public,BBB,AAA,0.0,0.0
2011-10-01,public,BBB,B,0.0,0.0013206537609349778
2011-10-01,public,BBB,BB,0.04,0.022258932210719458
2011-10-01,public,BBB,BBB,0.92,0.8927933818636089
2011-10-01,public,BBB,C,0.0,9.607190437990854e-05
2011-10-01,public,BBB,D,0.0,0.0
2011-10-01,public,C,A,0.0,0.0
2011-10-01,public,C,AAA,0.0,0.0
2011-10-01,public,C,B,0.0,0.15673720364793886
2011-10-01,public,C,BB,0.0,0.004972540237210277
2011-10-01,public,C,BBB,0.0,0.0013866463030047793
2011-10-01,public,C,C,0.6666666666666666,0.8336069165429701
2011-10-01,public,C,D,0.3333333333333333,0.0032966932688758984
2012-01-01,public,A,A,0.9444444444444444,0.9290659450815741
2012-01-01,public,A,AAA,0.0,0.007136083688913053
2012-01-01,public,A,B,0.0,0.0004043478127591491
2012-01-01,public,A,BB,0.0,0.002353771363267247
2012-01-01,public,A,BBB,0.05555555555555555,0.060913574738633645
2012-01-01,public,A,C,0.0,0.00012627731485276463
2012-01-01,public,A,D,0.0,0.0
2012-01-01,public,AAA,A,0.0,0.07320353807535657
2012-01-01,public,AAA,AAA,1.0,0.8905016610971347
2012-01-01,public,AAA,B,0.0,0.0
2012-01-01,public,AAA,BB,0.0,0.01901378979153552
2012-01-01,public,AAA,BBB,0.0,0.011224017895136496
2012-01-01,public,AAA,C,0.0,0.006056993140836736
2012-01-01,public,AAA,D,0.0,0.0
2012-01-01,public,B,A,0.0,0.0
2012-01-01,public,B,AAA,0.0,0.0003851288883319759
2012-01-01,public,B,B,0.9642857142857143,0.9157885533628409
2012-01-01,public,B,BB,0.03571428571428571,0.01664242869077248
2012-01-01,public,B,BBB,0.0,0.000823900739249761
2012-01-01,public,B,C,0.0,0.06557876101082778
2012-01-01,public,B,D,0.0,0.0007812273079770139
2012-01-01,public,BB,A,0.0,0.0004659282729391201
2012-01-01,public,BB,AAA,0.0,0.0010654659553450685
2012-01-01,public,BB,B,0.13333333333333333,0.06074178901086795
2012-01-01,public,BB,BB,0.8,0.9021414531725336
2012-01-01,public,BB,BBB,0.06666666666666667,0.033881670311080136
2012-01-01,public,BB,C,0.0,0.001516383643625766
2012-01-01,public,BB,D,0.0,0.00018730963360833743
2012-01-01,public,BBB,A,0.0,0.04494574340966917
2012-01-01,public,BBB,AAA,0.0,0.0
2012-01-01,public,BBB,B,0.0,0.003462353586566297
2012-01-01,public,BBB,BB,0.03333333333333333,0.04378914701978958
2012-01-01,public,BBB,BBB,0.9666666666666667,0.9074836860473903
2012-01-01,public,BBB,C,0.0,0.00031906993658464096
2012-01-01,public,BBB,D,0.0,0.0
2012-01-01,public,C,A,0.0,0.0
2012-01-01,public,C,AAA,0.0,0.0
2012-01-01,public,C,B,0.0,0.10402031257233513
2012-01-01,public,C,BB,0.0,0.002385550172201878
2012-01-01,public,C,BBB,0.0,0.0005714445770816923
2012-01-01,public,C,C,1.0,0.8859933280872828
2012-01-01,public,C,D,0.0,0.007029364591098494
2012-04-01,public,A,A,0.9230769230769231,0.9145316974388857
2012-04-01,public,A,AAA,0.0,0.00506068239474966
2012-04-01,public,A,B,0.0,0.0006082107346715173
2012-04-01,public,A,BB,0.0,0.0033440188999971964
2012-04-01,public,A,BBB,0.07692307692307693,0.07625406454027975
2012-04-01,public,A,C,0.0,0.00020132599141619458
2012-04-01,public,A,D,0.0,0.0
2012-04-01,public,AAA,A,0.125,0.0868990566093551
2012-04-01,public,AAA,AAA,0.875,0.8660441468440914
2012-04-01,public,AAA,B,0.0,0.0
2012-04-01,public,AAA,BB,0.0,0.024590679787454727
2012-04-01,public,AAA,BBB,0.0,0.013984195416240366
2012-04-01,public,AAA,C,0.0,0.008481921342858492
2012-04-01,public,AAA,D,0.0,0.0
2012-04-01,public,B,A,0.0,0.0
2012-04-01,public,B,AAA,0.0,0.0002516289567988661
2012-04-01,public,B,B,0.9574468085106383,0.9040434858813586
2012-04-01,public,B,BB,0.0425531914893617,0.012525544209405992
2012-04-01,public,B,BBB,0.0,0.0005670728550475346
2012-04-01,public,B,C,0.0,0.08145687658169908
2012-04-01,public,B,D,0.0,0.0011553915156898402
2012-04-01,public,BB,A,0.0,0.00032297225186739276
2012-04-01,public,BB,AAA,0.0,0.0007098701752740189
2012-04-01,public,BB,B,0.045454545454545456,0.07600544384043723
2012-04-01,public,BB,BB,0.9090909090909091,0.8944490093671907
2012-04-01,public,BB,BBB,0.045454545454545456,0.026028830343587606
2012-04-01,public,BB,C,0.0,0.0021909569918188766
2012-04-01,public,BB,D,0.0,0.00029291702982410154
2012-04-01,public,BBB,A,0.0625,0.0345866424081237
2012-04-01,public,BBB,AAA,0.0,0.0
2012-04-01,public,BBB,B,0.0,0.004896564398168985
2012-04-01,public,BBB,BB,0.08333333333333333,0.05547240589742572
2012-04-01,public,BBB,BBB,0.8541666666666666,0.9045497292852387
2012-04-01,public,BBB,C,0.0,0.0004946580110429502
2012-04-01,public,BBB,D,0.0,0.0
2012-04-01,public,C,A,0.0,0.0
2012-04-01,public,C,AAA,0.0,0.0
2012-04-01,public,C,B,0.0,0.08739120995652261
2012-04-01,public,C,BB,0.0,0.0017647536128039265
2012-04-01,public,C,BBB,0.0,0.0003989837476894298
2012-04-01,public,C,C,1.0,0.9011842757570196
2012-04-01,public,C,D,0.0,0.009260776925964408
2012-07-01,public,A,A,0.8333333333333334,0.9313300505415417
2012-07-01,public,A,AAA,0.0,0.06108408016782496
2012-07-01,public,A,B,0.0,1.2174160223474413e-05
2012-07-01,public,A,BB,0.0,0.00010887086566770968
2012-07-01,public,A,BBB,0.16666666666666666,0.007462317943703346
2012-07-01,public,A,C,0.0,2.5063210388336176e-06
2012-07-01,public,A,D,0.0,0.0
2012-07-01,public,AAA,A,0.125,0.012962536578796586
2012-07-01,public,AAA,AAA,0.875,0.9835705413640408
2012-07-01,public,AAA,B,0.0,0.0
2012-07-01,public,AAA,BB,0.0,0.001775112998816752
2012-07-01,public,AAA,BBB,0.0,0.001371031033807966
2012-07-01,public,AAA,C,0.0,0.00032077802453794066
2012-07-01,public,AAA,D,0.0,0.0
2012-07-01,public,B,A,0.0,0.0
2012-07-01,public,B,AAA,0.0,0.00620662148142781
2012-07-01,public,B,B,0.9375,0.88301657872746
2012-07-01,public,B,BB,0.041666666666666664,0.09301478164309984
2012-07-01,public,B,BBB,0.0,0.008784774170625398
2012-07-01,public,B,C,0.0,0.008948867474754
2012-07-01,public,B,D,0.020833333333333332,2.8376502632920966e-05
2012-07-01,public,BB,A,0.0,0.004576320188047434
2012-07-01,public,BB,AAA,0.0,0.01455119720905984
2012-07-01,public,BB,B,0.09090909090909091,0.007611795232535395
2012-07-01,public,BB,BB,0.8636363636363636,0.8128378916864594
2012-07-01,public,BB,BBB,0.045454545454545456,0.16035542535782243
2012-07-01,public,BB,C,0.0,6.300832709738114e-05
2012-07-01,public,BB,D,0.0,4.361998978147207e-06
2012-07-01,public,BBB,A,0.10204081632653061,0.21436467272155135
2012-07-01,public,BBB,AAA,0.0,0.0
2012-07-01,public,BBB,B,0.0,0.00016689912063845718
2012-07-01,public,BBB,BB,0.08163265306122448,0.004859315598107124
2012-07-01,public,BBB,BBB,0.8163265306122449,0.7806012921992225
2012-07-01,public,BBB,C,0.0,7.820360480563802e-06
2012-07-01,public,BBB,D,0.0,0.0
2012-07-01,public,C,A,0.0,0.0
2012-07-01,public,C,AAA,0.0,0.0
2012-07-01,public,C,B,0.5,0.2888186438296242
2012-07-01,public,C,BB,0.0,0.016495141184089124
2012-07-01,public,C,BBB,0.0,0.006181419134405952
2012-07-01,public,C,C,0.5,0.6878339445650645
2012-07-01,public,C,D,0.0,0.0006708512868162021
2012-10-01,public,A,A,0.8695652173913043,0.9293689181106314
2012-10-01,public,A,AAA,0.0,0.06343749460988513
2012-10-01,public,A,B,0.0,1.1203394442855317e-05
2012-10-01,public,A,BB,0.0,0.00010111319859577484
2012-10-01,public,A,BBB,0.13043478260869565,0.007078983886431007
2012-10-01,public,A,C,0.0,2.2868000138285225e-06
2012-10-01,public,A,D,0.0,0.0
2012-10-01,public,AAA,A,0.125,0.012387421262652933
2012-10-01,public,AAA,AAA,0.875,0.9843405764885147
2012-10-01,public,AAA,B,0.0,0.0
2012-10-01,public,AAA,BB,0.0,0.001673434087749795
2012-10-01,public,AAA,BBB,0.0,0.0012996607041083977
2012-10-01,public,AAA,C,0.0,0.0002989074569741708
2012-10-01,public,AAA,D,0.0,0.0
2012-10-01,public,B,A,0.0,0.0
2012-10-01,public,B,AAA,0.0,0.006534939200369294
2012-10-01,public,B,B,0.9166666666666666,0.8800138981076172
2012-10-01,public,B,BB,0.041666666666666664,0.09574497226213718
2012-10-01,public,B,BBB,0.0,0.009163600753014367
2012-10-01,public,B,C,0.041666666666666664,0.008516342448831553
2012-10-01,public,B,D,0.0,2.6247228030347722e-05
2012-10-01,public,BB,A,0.0,0.004762695633130698
2012-10-01,public,BB,AAA,0.0,0.015261843556539811
2012-10-01,public,BB,B,0.041666666666666664,0.007226796495625666
2012-10-01,public,BB,BB,0.9166666666666666,0.8082427850281633
2012-10-01,public,BB,BBB,0.041666666666666664,0.16444347859687702
2012-10-01,public,BB,C,0.0,5.840602112152008e-05
2012-10-01,public,BB,D,0.0,3.994668542041017e-06
2012-10-01,public,BBB,A,0.1702127659574468,0.22000600254638913
2012-10-01,public,BBB,AAA,0.0,0.0
2012-10-01,public,BBB,B,0.0,0.00015516216201800836
2012-10-01,public,BBB,BB,0.02127659574468085,0.004599270463555397
2012-10-01,public,BBB,BBB,0.8085106382978723,0.7752323971534223
2012-10-01,public,BBB,C,0.0,7.167674615169398e-06
2012-10-01,public,BBB,D,0.0,0.0
2012-10-01,public,C,A,0.0,0.0
2012-10-01,public,C,AAA,0.0,0.0
2012-10-01,public,C,B,0.5,0.2936033952233629
2012-10-01,public,C,BB,0.0,0.01708327846788993
2012-10-01,public,C,BBB,0.0,0.006465282281978291
2012-10-01,public,C,C,0.5,0.6822134251334513
2012-10-01,public,C,D,0.0,0.0006346188933175967
2013-01-01,public,A,A,0.8333333333333334,0.9122422809170556
2013-01-01,public,A,AAA,0.0,0.08293662533222379
2013-01-01,public,A,B,0.0,6.018425498119082e-06
2013-01-01,public,A,BB,0.0,5.81090389792105e-05
2013-01-01,public,A,BBB,0.16666666666666666,0.004755812354777593
2013-01-01,public,A,C,0.0,1.1539314657110102e-06
2013-01-01,public,A,D,0.0,0.0
2013-01-01,public,AAA,A,0.125,0.008779422807687426
2013-01-01,public,AAA,AAA,0.875,0.9891034096367779
2013-01-01,public,AAA,B,0.0,0.0
2013-01-01,public,AAA,BB,0.0,0.0010732345842920715
2013-01-01,public,AAA,BBB,0.0,0.0008678522437727668
2013-01-01,public,AAA,C,0.0,0.000176080727469796
2013-01-01,public,AAA,D,0.0,0.0
2013-01-01,public,B,A,0.0,0.0
2013-01-01,public,B,AAA,0.0,0.009453183192929537
2013-01-01,public,B,B,0.8723404255319149,0.8550277126257513
2013-01-01,public,B,BB,0.06382978723404255,0.11727297114757207
2013-01-01,public,B,BBB,0.0,0.012367664371659703
2013-01-01,public,B,C,0.06382978723404255,0.00586381104631537
2013-01-01,public,B,D,0.0,1.465761577208745e-05
2013-01-01,public,BB,A,0.0,0.006315799276166434
2013-01-01,public,BB,AAA,0.0,0.021450951451347677
2013-01-01,public,BB,B,0.04,0.004886979083386515
2013-01-01,public,BB,BB,0.84,0.7714219698050427
2013-01-01,public,BB,BBB,0.12,0.19588911983398072
2013-01-01,public,BB,C,0.0,3.310861816095413e-05
2013-01-01,public,BB,D,0.0,2.071931914985936e-06
2013-01-01,public,BBB,A,0.20833333333333334,0.26394916467909857
2013-01-01,public,BBB,AAA,0.0,0.0
2013-01-01,public,BBB,B,0.0,8.984298265373529e-05
2013-01-01,public,BBB,BB,0.020833333333333332,0.0030384089155047487
2013-01-01,public,BBB,BBB,0.75,0.7329188445573418
2013-01-01,public,BBB,C,0.020833333333333332,3.738865401160899e-06
2013-01-01,public,BBB,D,0.0,0.0
2013-01-01,public,C,A,0.0,0.0
2013-01-01,public,C,AAA,0.0,0.0
2013-01-01,public,C,B,0.5,0.32908011098958634
2013-01-01,public,C,BB,0.0,0.02192743843526157
2013-01-01,public,C,BBB,0.0,0.008927007790857422
2013-01-01,public,C,C,0.5,0.6396463850353136
2013-01-01,public,C,D,0.0,0.00041905774898112167
2013-04-01,public,A,A,0.8214285714285714,0.9292059375603574
2013-04-01,public,A,AAA,0.03571428571428571,0.06363150615482827
2013-04-01,public,A,B,0.0,1.1127929425165286e-05
2013-04-01,public,A,BB,0.0,0.00010050693450839675
2013-04-01,public,A,BBB,0.14285714285714285,0.007048651601297147
2013-04-01,public,A,C,0.0,2.26981958362916e-06
2013-04-01,public,A,D,0.0,0.0
2013-04-01,public,AAA,A,0.0,0.012341696069038191
2013-04-01,public,AAA,AAA,1.0,0.984401676833909
2013-04-01,public,AAA,B,0.0,0.0
2013-04-01,public,AAA,BB,0.0,0.0016654175216325598
2013-04-01,public,AAA,BBB,0.0,0.0012940144177441847
2013-04-01,public,AAA,C,0.0,0.00029719515767611044
2013-04-01,public,AAA,D,0.0,0.0
2013-04-01,public,B,A,0.0,0.0
2013-04-01,public,B,AAA,0.0,0.006562240989249957
2013-04-01,public,B,B,0.8936170212765957,0.8797660387608127
2013-04-01,public,B,BB,0.02127659574468085,0.09596866281342298
2013-04-01,public,B,BBB,0.0,0.009194912220024443
2013-04-01,public,B,C,0.0851063829787234,0.008482063950366424
2013-04-01,public,B,D,0.0,2.6081266123439945e-05
2013-04-01,public,BB,A,0.0,0.004778072593238369
2013-04-01,public,BB,AAA,0.0,0.015320791807503231
2013-04-01,public,BB,B,0.038461538461538464,0.007196321387296125
2013-04-01,public,BB,BB,0.8461538461538461,0.8078654118293039
2013-04-01,public,BB,BBB,0.11538461538461539,0.16477738939717435
2013-04-01,public,BB,C,0.0,5.804678862732407e-05
2013-04-01,public,BB,D,0.0,3.966196856634585e-06
2013-04-01,public,BBB,A,0.17777777777777778,0.2204674505754971
2013-04-01,public,BBB,AAA,0.0,0.0
2013-04-01,public,BBB,B,0.0,0.00015424441150967158
2013-04-01,public,BBB,BB,0.022222222222222223,0.0045787208967909875
2013-04-01,public,BBB,BBB,0.8,0.7747924670583446
2013-04-01,public,BBB,C,0.0,7.117057857602299e-06
2013-04-01,public,BBB,D,0.0,0.0
2013-04-01,public,C,A,0.0,0.0
2013-04-01,public,C,AAA,0.0,0.0
2013-04-01,public,C,B,0.4,0.29399231617044463
2013-04-01,public,C,BB,0.0,0.017131723125566545
2013-04-01,public,C,BBB,0.0,0.006488813217816469
