year_quarter,sector,rating,next_rating,observed,recalculated
2010-10-01,public,BBB,A,0.0,0.0019991416808615714
2010-10-01,public,BBB,AAA,0.0,0.0
2010-10-01,public,BBB,B,0.0,0.0349252226756825
2010-10-01,public,BBB,BB,0.0,0.1498432687246287
2010-10-01,public,BBB,BBB,1.0,0.7933889534920144
2010-10-01,public,BBB,C,0.0,0.019843413426812794
2010-10-01,public,BBB,D,0.0,0.0
2010-10-01,public,C,A,0.0,0.0
2010-10-01,public,C,AAA,0.0,0.0
2010-10-01,public,C,B,0.0,0.041485798944825736
2010-10-01,public,C,BB,0.0,0.0
2010-10-01,public,C,BBB,0.0,0.0
2010-10-01,public,C,C,0.0,0.8262987384303195
2010-10-01,public,C,D,0.0,0.13221546262485478
2011-01-01,public,A,A,1.0,0.7727871040492748
2011-01-01,public,A,AAA,0.0,0.005901544094918831
2011-01-01,public,A,B,0.0,0.0
2011-01-01,public,A,BB,0.0,0.0
2011-01-01,public,A,BBB,0.0,0.22131135185580642
2011-01-01,public,A,C,0.0,0.0
2011-01-01,public,A,D,0.0,0.0
2011-01-01,public,AAA,A,0.0,0.4202167329355651
2011-01-01,public,AAA,AAA,0.0,0.579783267064435
2011-01-01,public,AAA,B,0.0,0.0
2011-01-01,public,AAA,BB,0.0,0.0
2011-01-01,public,AAA,BBB,0.0,0.0
2011-01-01,public,AAA,C,0.0,0.0
2011-01-01,public,AAA,D,0.0,0.0
2011-01-01,public,B,A,0.0,2.7713255207340026e-05
2011-01-01,public,B,AAA,0.0,0.0
2011-01-01,public,B,B,0.6,0.8372316028753245
2011-01-01,public,B,BB,0.0,0.002012897711619277
2011-01-01,public,B,BBB,0.0,0.0
2011-01-01,public,B,C,0.4,0.15761359094611832
2011-01-01,public,B,D,0.0,0.0031141952117305647
2011-01-01,public,BB,A,0.0,0.0002473211652832541
2011-01-01,public,BB,AAA,0.0,0.0
2011-01-01,public,BB,B,0.0,0.17356938267061162
2011-01-01,public,BB,BB,1.0,0.802075354559209
2011-01-01,public,BB,BBB,0.0,0.008564958731307026
2011-01-01,public,BB,C,0.0,0.015542982873589137
2011-01-01,public,BB,D,0.0,0.0
2011-01-01,public,BBB,A,0.0,0.004889711050309331
2011-01-01,public,BBB,AAA,0.0,0.0
2011-01-01,public,BBB,B,0.0,0.019701031059391978
2011-01-01,public,BBB,BB,0.2,0.10230809712627201
2011-01-01,public,BBB,BBB,0.8,0.8637587044911795
2011-01-01,public,BBB,C,0.0,0.009342456272847152
2011-01-01,public,BBB,D,0.0,0.0
2011-01-01,public,C,A,0.0,0.0
2011-01-01,public,C,AAA,0.0,0.0
2011-01-01,public,C,B,0.0,0.06294465943922689
2011-01-01,public,C,BB,0.0,0.0
2011-01-01,public,C,BBB,0.0,0.0
2011-01-01,public,C,C,0.0,0.843498027631306
2011-01-01,public,C,D,0.0,0.09355731292946717
2011-04-01,public,A,A,1.0,0.8644563081430949
2011-04-01,public,A,AAA,0.0,0.11762718011125106
2011-04-01,public,A,B,0.0,0.0
2011-04-01,public,A,BB,0.0,0.0
2011-04-01,public,A,BBB,0.0,0.017916511745654038
2011-04-01,public,A,C,0.0,0.0
2011-04-01,public,A,D,0.0,0.0
2011-04-01,public,AAA,A,0.0,0.06271381712812205
2011-04-01,public,AAA,AAA,1.0,0.9372861828718779
2011-04-01,public,AAA,B,0.0,0.0
2011-04-01,public,AAA,BB,0.0,0.0
2011-04-01,public,AAA,BBB,0.0,0.0
2011-04-01,public,AAA,C,0.0,0.0
2011-04-01,public,AAA,D,0.0,0.0
2011-04-01,public,B,A,0.0,0.003145505707780827
2011-04-01,public,B,AAA,0.0,0.0
2011-04-01,public,B,B,0.6666666666666666,0.9310990063098344
2011-04-01,public,B,BB,0.0,0.05476617995657973
2011-04-01,public,B,BBB,0.0,0.0
2011-04-01,public,B,C,0.3333333333333333,0.010961980699251294
2011-04-01,public,B,D,0.0,2.7327326553715835e-05
2011-04-01,public,BB,A,0.0,0.015675226961098576
2011-04-01,public,BB,AAA,0.0,0.0
2011-04-01,public,BB,B,0.0,0.013231608292038285
2011-04-01,public,BB,BB,1.0,0.8379034959690055
2011-04-01,public,BB,BBB,0.0,0.13294544749400383
2011-04-01,public,BB,C,0.0,0.00024422128385377857
2011-04-01,public,BB,D,0.0,0.0
2011-04-01,public,BBB,A,0.0,0.1051961606616848
2011-04-01,public,BBB,AAA,0.0,0.0
2011-04-01,public,BBB,B,0.0,0.0005121363106847509
2011-04-01,public,BBB,BB,0.2,0.006494133117786423
2011-04-01,public,BBB,BBB,0.8,0.887682228426093
2011-04-01,public,BBB,C,0.0,0.00011534148375097349
2011-04-01,public,BBB,D,0.0,0.0
2011-04-01,public,C,A,0.0,0.0
2011-04-01,public,C,AAA,0.0,0.0
2011-04-01,public,C,B,0.0,0.26993324866740687
2011-04-01,public,C,BB,0.0,0.0
2011-04-01,public,C,BBB,0.0,0.0
2011-04-01,public,C,C,0.0,0.717412565969437
2011-04-01,public,C,D,0.0,0.012654185363156137
2011-07-01,public,A,A,1.0,0.8642042749425979
2011-07-01,public,A,AAA,0.0,0.11795152596380842
2011-07-01,public,A,B,0.0,0.0
2011-07-01,public,A,BB,0.0,0.0
2011-07-01,public,A,BBB,0.0,0.017844199093593707
2011-07-01,public,A,C,0.0,0.0
2011-07-01,public,A,D,0.0,0.0
2011-07-01,public,AAA,A,0.0,0.06251149116976736
2011-07-01,public,AAA,AAA,1.0,0.9374885088302326
2011-07-01,public,AAA,B,0.0,0.0
2011-07-01,public,AAA,BB,0.0,0.0
2011-07-01,public,AAA,BBB,0.0,0.0
2011-07-01,public,AAA,C,0.0,0.0
2011-07-01,public,AAA,D,0.0,0.0
2011-07-01,public,B,A,0.0,0.003160850360374723
2011-07-01,public,B,AAA,0.0,0.0
2011-07-01,public,B,B,0.5714285714285714,0.9309592979047914
2011-07-01,public,B,BB,0.0,0.05493686027393607
2011-07-01,public,B,BBB,0.0,0.0
2011-07-01,public,B,C,0.42857142857142855,0.010915850161333215
2011-07-01,public,B,D,0.0,2.7141299564614146e-05
2011-07-01,public,BB,A,0.0,0.015739953644251514
2011-07-01,public,BB,AAA,0.0,0.0
2011-07-01,public,BB,B,0.0,0.01317647809593719
2011-07-01,public,BB,BB,1.0,0.8375791101472319
2011-07-01,public,BB,BBB,0.0,0.1332617327420108
2011-07-01,public,BB,C,0.0,0.00024272537056859253
2011-07-01,public,BB,D,0.0,0.0
2011-07-01,public,BBB,A,0.0,0.10549559823781196
2011-07-01,public,BBB,AAA,0.0,0.0
2011-07-01,public,BBB,B,0.0,0.0005092854092589669
2011-07-01,public,BBB,BB,0.16666666666666666,0.006465286581060748
2011-07-01,public,BBB,BBB,0.8333333333333334,0.8874152296212933
2011-07-01,public,BBB,C,0.0,0.00011460015057507527
2011-07-01,public,BBB,D,0.0,0.0
2011-07-01,public,C,A,0.0,0.0
2011-07-01,public,C,AAA,0.0,0.0
2011-07-01,public,C,B,0.0,0.27030776142685475
2011-07-01,public,C,BB,0.0,0.0
2011-07-01,public,C,BBB,0.0,0.0
2011-07-01,public,C,C,0.0,0.7170750405403674
2011-07-01,public,C,D,0.0,0.012617198032777827
2011-10-01,public,A,A,0.6666666666666666,0.896825351389161
2011-10-01,public,A,AAA,0.0,0.03832564472546185
2011-10-01,public,A,B,0.0,0.0
2011-10-01,public,A,BB,0.0,0.0
2011-10-01,public,A,BBB,0.3333333333333333,0.06484900388537718
2011-10-01,public,A,C,0.0,0.0
2011-10-01,public,A,D,0.0,0.0
2011-10-01,public,AAA,A,0.0,0.171345660771747
2011-10-01,public,AAA,AAA,1.0,0.828654339228253
2011-10-01,public,AAA,B,0.0,0.0
2011-10-01,public,AAA,BB,0.0,0.0
2011-10-01,public,AAA,BBB,0.0,0.0
2011-10-01,public,AAA,C,0.0,0.0
2011-10-01,public,AAA,D,0.0,0.0
2011-10-01,public,B,A,0.0,0.00048032197260228227
2011-10-01,public,B,AAA,0.0,0.0
2011-10-01,public,B,B,1.0,0.9412967052922615
2011-10-01,public,B,BB,0.0,0.015610782498287512
2011-10-01,public,B,BBB,0.0,0.0
2011-10-01,public,B,C,0.0,0.04234725531533989
2011-10-01,public,B,D,0.0,0.00026493492150882436
2011-10-01,public,BB,A,0.0,0.0031084254537797618
2011-10-01,public,BB,AAA,0.0,0.0
2011-10-01,public,BB,B,0.0,0.04984378519476081
2011-10-01,public,BB,BB,1.0,0.8963246368944229
2011-10-01,public,BB,BBB,0.0,0.04887802319972334
2011-10-01,public,BB,C,0.0,0.0018451292573132382
2011-10-01,public,BB,D,0.0,0.0
2011-10-01,public,BBB,A,0.0,0.03317803811843878
2011-10-01,public,BBB,AAA,0.0,0.0
2011-10-01,public,BBB,B,0.0,0.00314410186542528
2011-10-01,public,BBB,BB,0.0,0.02679857577057611
2011-10-01,public,BBB,BBB,1.0,0.9359093269806029
2011-10-01,public,BBB,C,0.0,0.0009699572649568662
2011-10-01,public,BBB,D,0.0,0.0
2011-10-01,public,C,A,0.0,0.0
2011-10-01,public,C,AAA,0.0,0.0
2011-10-01,public,C,B,0.0,0.15499521055666943
2011-10-01,public,C,BB,0.0,0.0
2011-10-01,public,C,BBB,0.0,0.0
2011-10-01,public,C,C,1.0,0.8117101248537715
2011-10-01,public,C,D,0.0,0.03329466458955912
2012-01-01,public,A,A,0.75,0.7999314064166643
2012-01-01,public,A,AAA,0.0,0.007845699904837744
2012-01-01,public,A,B,0.0,0.0
2012-01-01,public,A,BB,0.0,0.0
2012-01-01,public,A,BBB,0.25,0.19222289367849804
2012-01-01,public,A,C,0.0,0.0
2012-01-01,public,A,D,0.0,0.0
2012-01-01,public,AAA,A,0.5,0.38083018804898366
2012-01-01,public,AAA,AAA,0.5,0.6191698119510163
2012-01-01,public,AAA,B,0.0,0.0
2012-01-01,public,AAA,BB,0.0,0.0
2012-01-01,public,AAA,BBB,0.0,0.0
2012-01-01,public,AAA,C,0.0,0.0
2012-01-01,public,AAA,D,0.0,0.0
2012-01-01,public,B,A,0.0,4.212924359092707e-05
2012-01-01,public,B,AAA,0.0,0.0
2012-01-01,public,B,B,1.0,0.8595801108422572
2012-01-01,public,B,BB,0.0,0.0027410675509964566
2012-01-01,public,B,BBB,0.0,0.0
2012-01-01,public,B,C,0.0,0.1353456705364624
2012-01-01,public,B,D,0.0,0.002291021826693059
2012-01-01,public,BB,A,0.0,0.00036022138624602906
2012-01-01,public,BB,AAA,0.0,0.0
2012-01-01,public,BB,B,0.0,0.15079579455962086
2012-01-01,public,BB,BB,1.0,0.8256694180101838
2012-01-01,public,BB,BBB,0.0,0.011199635906993022
2012-01-01,public,BB,C,0.0,0.01197493013695625
2012-01-01,public,BB,D,0.0,0.0
2012-01-01,public,BBB,A,0.0,0.00654024113528906
2012-01-01,public,BBB,AAA,0.0,0.0
2012-01-01,public,BBB,B,0.0,0.015843081784686443
2012-01-01,public,BBB,BB,0.14285714285714285,0.08794385620022127
2012-01-01,public,BBB,BBB,0.8571428571428571,0.882603476927234
2012-01-01,public,BBB,C,0.0,0.00706934395256932
2012-01-01,public,BBB,D,0.0,0.0
2012-01-01,public,C,A,0.0,0.0
2012-01-01,public,C,AAA,0.0,0.0
2012-01-01,public,C,B,0.0,0.07211320826054823
2012-01-01,public,C,BB,0.0,0.0
2012-01-01,public,C,BBB,0.0,0.0
2012-01-01,public,C,C,1.0,0.8455382480190154
2012-01-01,public,C,D,0.0,0.08234854372043637
2012-04-01,public,A,A,0.8,0.6754093452951134
2012-04-01,public,A,AAA,0.0,0.0023695514275793306
2012-04-01,public,A,B,0.0,0.0
2012-04-01,public,A,BB,0.0,0.0
2012-04-01,public,A,BBB,0.2,0.32222110327730724
2012-04-01,public,A,C,0.0,0.0
2012-04-01,public,A,D,0.0,0.0
2012-04-01,public,AAA,A,1.0,0.5417867208593102
2012-04-01,public,AAA,AAA,0.0,0.45821327914068977
2012-04-01,public,AAA,B,0.0,0.0
2012-04-01,public,AAA,BB,0.0,0.0
2012-04-01,public,AAA,BBB,0.0,0.0
2012-04-01,public,AAA,C,0.0,0.0
2012-04-01,public,AAA,D,0.0,0.0
2012-04-01,public,B,A,0.0,7.440464863006646e-06
2012-04-01,public,B,AAA,0.0,0.0
2012-04-01,public,B,B,0.8571428571428571,0.7549308082926542
2012-04-01,public,B,BB,0.0,0.0007527175606416581
2012-04-01,public,B,BBB,0.0,0.0
2012-04-01,public,B,C,0.14285714285714285,0.2368948963051542
2012-04-01,public,B,D,0.0,0.007414137376686951
2012-04-01,public,BB,A,0.0,7.534906170436617e-05
2012-04-01,public,BB,AAA,0.0,0.0
2012-04-01,public,BB,B,0.0,0.25050178339241935
2012-04-01,public,BB,BB,1.0,0.7136349445763586
2012-04-01,public,BB,BBB,0.0,0.0036091938528832745
2012-04-01,public,BB,C,0.0,0.03217872911663445
2012-04-01,public,BB,D,0.0,0.0
2012-04-01,public,BBB,A,0.0,0.001927387685314974
2012-04-01,public,BBB,AAA,0.0,0.0
2012-04-01,public,BBB,B,0.0,0.035653008377741394
2012-04-01,public,BBB,BB,0.125,0.15183752975231085
2012-04-01,public,BBB,BBB,0.875,0.7901784514797547
2012-04-01,public,BBB,C,0.0,0.02040362270487808
2012-04-01,public,BBB,D,0.0,0.0
2012-04-01,public,C,A,0.0,0.0
2012-04-01,public,C,AAA,0.0,0.0
2012-04-01,public,C,B,0.3333333333333333,0.040786359267664496
2012-04-01,public,C,BB,0.0,0.0
2012-04-01,public,C,BBB,0.0,0.0
2012-04-01,public,C,C,0.6666666666666666,0.825292479362069
2012-04-01,public,C,D,0.0,0.13392116137026655
2012-07-01,public,A,A,0.8,0.720915937056537
2012-07-01,public,A,AAA,0.2,0.0035778985027632437
2012-07-01,public,A,B,0.0,0.0
2012-07-01,public,A,BB,0.0,0.0
2012-07-01,public,A,BBB,0.0,0.2755061644406997
2012-07-01,public,A,C,0.0,0.0
2012-07-01,public,A,D,0.0,0.0
2012-07-01,public,AAA,A,1.0,0.48810889193086743
2012-07-01,public,AAA,AAA,0.0,0.5118911080691326
2012-07-01,public,AAA,B,0.0,0.0
2012-07-01,public,AAA,BB,0.0,0.0
2012-07-01,public,AAA,BBB,0.0,0.0
2012-07-01,public,AAA,C,0.0,0.0
2012-07-01,public,AAA,D,0.0,0.0
2012-07-01,public,B,A,0.0,1.340992951193165e-05
2012-07-01,public,B,AAA,0.0,0.0
2012-07-01,public,B,B,0.8571428571428571,0.7938552770534881
2012-07-01,public,B,BB,0.14285714285714285,0.0011724398091129684
2012-07-01,public,B,BBB,0.0,0.0
2012-07-01,public,B,C,0.0,0.19984563842691955
2012-07-01,public,B,D,0.0,0.005113234780967429
2012-07-01,public,BB,A,0.0,0.00012850623696891716
2012-07-01,public,BB,AAA,0.0,0.0
2012-07-01,public,BB,B,0.0,0.21535921260128976
2012-07-01,public,BB,BB,1.0,0.7555727061599993
2012-07-01,public,BB,BBB,0.0,0.005336308112047883
2012-07-01,public,BB,C,0.0,0.02360326688969417
2012-07-01,public,BB,D,0.0,0.0
2012-07-01,public,BBB,A,0.0,0.002934062696753892
2012-07-01,public,BBB,AAA,0.0,0.0
2012-07-01,public,BBB,B,0.0,0.027777706145097898
2012-07-01,public,BBB,BB,0.0,0.12904039298040113
2012-07-01,public,BBB,BBB,1.0,0.8256276382540675
2012-07-01,public,BBB,C,0.0,0.01462019992367966
2012-07-01,public,BBB,D,0.0,0.0
2012-07-01,public,C,A,0.0,0.0
2012-07-01,public,C,AAA,0.0,0.0
2012-07-01,public,C,B,0.25,0.04959937082992838
2012-07-01,public,C,BB,0.0,0.0
2012-07-01,public,C,BBB,0.0,0.0
2012-07-01,public,C,C,0.75,0.8355109366651201
2012-07-01,public,C,D,0.0,0.11488969250495157
2012-10-01,public,A,A,0.8,0.708505265409634
2012-10-01,public,A,AAA,0.2,0.003191779341066847
2012-10-01,public,A,B,0.0,0.0
2012-10-01,public,A,BB,0.0,0.0
2012-10-01,public,A,BBB,0.0,0.2883029552492992
2012-10-01,public,A,C,0.0,0.0
2012-10-01,public,A,D,0.0,0.0
2012-10-01,public,AAA,A,1.0,0.5032248519298091
2012-10-01,public,AAA,AAA,0.0,0.49677514807019085
2012-10-01,public,AAA,B,0.0,0.0
2012-10-01,public,AAA,BB,0.0,0.0
2012-10-01,public,AAA,BBB,0.0,0.0
2012-10-01,public,AAA,C,0.0,0.0
2012-10-01,public,AAA,D,0.0,0.0
2012-10-01,public,B,A,0.0,1.1381727690329413e-05
2012-10-01,public,B,AAA,0.0,0.0
2012-10-01,public,B,B,0.875,0.7833251188783273
2012-10-01,public,B,BB,0.125,0.001036772891452542
2012-10-01,public,B,BBB,0.0,0.0
2012-10-01,public,B,C,0.0,0.20994123272903714
2012-10-01,public,B,D,0.0,0.0056854937734926525
2012-10-01,public,BB,A,0.0,0.00011078423093002776
2012-10-01,public,BB,AAA,0.0,0.0
2012-10-01,public,BB,B,0.09090909090909091,0.22507715770533657
2012-10-01,public,BB,BB,0.9090909090909091,0.7442287575748602
2012-10-01,public,BB,BBB,0.0,0.004788819877740713
2012-10-01,public,BB,C,0.0,0.025794480611132525
2012-10-01,public,BB,D,0.0,0.0
2012-10-01,public,BBB,A,0.0,0.0026114457512608213
2012-10-01,public,BBB,AAA,0.0,0.0
2012-10-01,public,BBB,B,0.0,0.029851427790185157
2012-10-01,public,BBB,BB,0.0,0.13531783331669678
2012-10-01,public,BBB,BBB,1.0,0.816136051485616
2012-10-01,public,BBB,C,0.0,0.016083241656241285
2012-10-01,public,BBB,D,0.0,0.0
2012-10-01,public,C,A,0.0,0.0
2012-10-01,public,C,AAA,0.0,0.0
2012-10-01,public,C,B,0.25,0.046979710117391105
2012-10-01,public,C,BB,0.0,0.0
2012-10-01,public,C,BBB,0.0,0.0
2012-10-01,public,C,C,0.75,0.8329841805879766
2012-10-01,public,C,D,0.0,0.12003610929463226
2013-01-01,public,A,A,0.8,0.675445084440702
2013-01-01,public,A,AAA,0.2,0.002370303845569799
2013-01-01,public,A,B,0.0,0.0
2013-01-01,public,A,BB,0.0,0.0
2013-01-01,public,A,BBB,0.0,0.32218461171372825
2013-01-01,public,A,C,0.0,0.0
2013-01-01,public,A,D,0.0,0.0
2013-01-01,public,AAA,A,1.0,0.5417463505827788
2013-01-01,public,AAA,AAA,0.0,0.45825364941722124
2013-01-01,public,AAA,B,0.0,0.0
2013-01-01,public,AAA,BB,0.0,0.0
2013-01-01,public,AAA,BBB,0.0,0.0
2013-01-01,public,AAA,C,0.0,0.0
2013-01-01,public,AAA,D,0.0,0.0
2013-01-01,public,B,A,0.0,7.4438218000683065e-06
2013-01-01,public,B,AAA,0.0,0.0
2013-01-01,public,B,B,0.9,0.7549617231838905
2013-01-01,public,B,BB,0.1,0.0007529741376146593
2013-01-01,public,B,BBB,0.0,0.0
2013-01-01,public,B,C,0.0,0.2368657573628457
2013-01-01,public,B,D,0.0,0.007412101493849078
2013-01-01,public,BB,A,0.0,7.537993248052377e-05
2013-01-01,public,BB,AAA,0.0,0.0
2013-01-01,public,BB,B,0.18181818181818182,0.2504747107577071
2013-01-01,public,BB,BB,0.7272727272727273,0.7136682333130062
2013-01-01,public,BB,BBB,0.09090909090909091,0.0036102830253215146
2013-01-01,public,BB,C,0.0,0.03217139297148465
2013-01-01,public,BB,D,0.0,0.0
2013-01-01,public,BBB,A,0.0,0.001928011592884915
2013-01-01,public,BBB,AAA,0.0,0.0
2013-01-01,public,BBB,B,0.0,0.03564652924541163
2013-01-01,public,BBB,BB,0.125,0.1518198690483326
2013-01-01,public,BBB,BBB,0.875,0.790206977676666
2013-01-01,public,BBB,C,0.0,0.020398612436704853
2013-01-01,public,BBB,D,0.0,0.0
2013-01-01,public,C,A,0.0,0.0
2013-01-01,public,C,AAA,0.0,0.0
2013-01-01,public,C,B,0.0,0.04079250001070789
2013-01-01,public,C,BB,0.0,0.0
2013-01-01,public,C,BBB,0.0,0.0
2013-01-01,public,C,C,1.0,0.825301482646128
2013-01-01,public,C,D,0.0,0.13390601734316415
2013-04-01,public,A,A,0.8333333333333334,0.7836914017746617
2013-04-01,public,A,AAA,0.16666666666666666,0.006600211618519536
2013-04-01,public,A,B,0.0,0.0
2013-04-01,public,A,BB,0.0,0.0
2013-04-01,public,A,BBB,0.0,0.20970838660681873
2013-04-01,public,A,C,0.0,0.0
2013-04-01,public,A,D,0.0,0.0
2013-04-01,public,AAA,A,0.0,0.40477730950093765
2013-04-01,public,AAA,AAA,0.0,0.5952226904990623
2013-04-01,public,AAA,B,0.0,0.0
2013-04-01,public,AAA,BB,0.0,0.0
2013-04-01,public,AAA,BBB,0.0,0.0
2013-04-01,public,AAA,C,0.0,0.0
2013-04-01,public,AAA,D,0.0,0.0
2013-04-01,public,B,A,0.0,3.265347511305361e-05
2013-04-01,public,B,AAA,0.0,0.0
2013-04-01,public,B,B,0.9,0.8462336560700731
2013-04-01,public,B,BB,0.1,0.0022722942691379977
2013-04-01,public,B,BBB,0.0,0.0
2013-04-01,public,B,C,0.0,0.14869471409056254
2013-04-01,public,B,D,0.0,0.0027666820951133416
2013-04-01,public,BB,A,0.0,0.00028660957938830833
2013-04-01,public,BB,AAA,0.0,0.0
2013-04-01,public,BB,B,0.18181818181818182,0.16450951558654275
2013-04-01,public,BB,BB,0.7272727272727273,0.8116269624393656
2013-04-01,public,BB,BBB,0.09090909090909091,0.009517769909486051
2013-04-01,public,BB,C,0.0,0.014059142485217285
2013-04-01,public,BB,D,0.0,0.0
2013-04-01,public,BBB,A,0.0,0.005481577812586735
2013-04-01,public,BBB,AAA,0.0,0.0
2013-04-01,public,BBB,B,0.0,0.01812172996478116
2013-04-01,public,BBB,BB,0.2222222222222222,0.09657484191078428
2013-04-01,public,BBB,BBB,0.7777777777777778,0.8714301767489991
2013-04-01,public,BBB,C,0.0,0.008391673562848688
2013-04-01,public,BBB,D,0.0,0.0
2013-04-01,public,C,A,0.0,0.0
2013-04-01,public,C,AAA,0.0,0.0
2013-04-01,public,C,B,0.0,0.0663968464018404
2013-04-01,public,C,BB,0.0,0.0
2013-04-01,public,C,BBB,0.0,0.0
2013-04-01,public,C,C,1.0,0.844532822797231
2013-04-01,public,C,D,0.0,0.08907033080092863
2013-07-01,public,A,A,1.0,0.8994518759644061
2013-07-01,public,A,AAA,0.0,0.04731179471667979
2013-07-01,public,A,B,0.0,0.0
2013-07-01,public,A,BB,0.0,0.0
2013-07-01,public,A,BBB,0.0,0.05323632931891409
2013-07-01,public,A,C,0.0,0.0
2013-07-01,public,A,D,0.0,0.0
2013-07-01,public,AAA,A,0.0,0.1473608448788164
2013-07-01,public,AAA,AAA,1.0,0.8526391551211836
2013-07-01,public,AAA,B,0.0,0.0
2013-07-01,public,AAA,BB,0.0,0.0
2013-07-01,public,AAA,BBB,0.0,0.0
2013-07-01,public,AAA,C,0.0,0.0
2013-07-01,public,AAA,D,0.0,0.0
2013-07-01,public,B,A,0.0,0.0006748193087218191
2013-07-01,public,B,AAA,0.0,0.0
2013-07-01,public,B,B,0.8,0.9450475712435278
2013-07-01,public,B,BB,0.1,0.01972580485333575
2013-07-01,public,B,BBB,0.0,0.0
2013-07-01,public,B,C,0.1,0.03436762975928628
2013-07-01,public,B,D,0.0,0.00018417483512840637
2013-07-01,public,BB,A,0.0,0.004180163784022639
2013-07-01,public,BB,AAA,0.0,0.0
2013-07-01,public,BB,B,0.16666666666666666,0.040686185469603724
2013-07-01,public,BB,BB,0.75,0.8945857851374007
2013-07-01,public,BB,BBB,0.08333333333333333,0.059208790940615263
2013-07-01,public,BB,C,0.0,0.001339074668357684
2013-07-01,public,BB,D,0.0,0.0
2013-07-01,public,BBB,A,0.0,0.04118899817863264
2013-07-01,public,BBB,AAA,0.0,0.0
2013-07-01,public,BBB,B,0.0,0.002366418632875041
2013-07-01,public,BBB,BB,0.125,0.02156235730274146
2013-07-01,public,BBB,BBB,0.875,0.9341908775167413
2013-07-01,public,BBB,C,0.0,0.0006913483690095064
2013-07-01,public,BBB,D,0.0,0.0
2013-07-01,public,C,A,0.0,0.0
2013-07-01,public,C,AAA,0.0,0.0
2013-07-01,public,C,B,0.0,0.17181197284787308
2013-07-01,public,C,BB,0.0,0.0
