year_quarter,sector,rating,next_rating,observed,recalculated
2011-04-01,public,A,C,0.0,0.0
2011-04-01,public,A,D,0.0,0.0
2011-04-01,public,AAA,A,0.0,0.0
2011-04-01,public,AAA,AAA,0.0,1.0
2011-04-01,public,AAA,B,0.0,0.0
2011-04-01,public,AAA,BB,0.0,0.0
2011-04-01,public,AAA,BBB,0.0,0.0
2011-04-01,public,AAA,C,0.0,0.0
2011-04-01,public,AAA,D,0.0,0.0
2011-04-01,public,B,A,0.0,0.0
2011-04-01,public,B,AAA,0.0,0.0
2011-04-01,public,B,B,1.0,0.9945719219627852
2011-04-01,public,B,BB,0.0,0.0
2011-04-01,public,B,BBB,0.0,0.0
2011-04-01,public,B,C,0.0,0.0045353409531213975
2011-04-01,public,B,D,0.0,0.0008927370840934315
2011-04-01,public,BB,A,0.0,0.0
2011-04-01,public,BB,AAA,0.0,0.0
2011-04-01,public,BB,B,0.0,0.0005523205762768068
2011-04-01,public,BB,BB,1.0,0.9994335685433425
2011-04-01,public,BB,BBB,0.0,0.0
2011-04-01,public,BB,C,0.0,1.4110880380693287e-05
2011-04-01,public,BB,D,0.0,0.0
2011-04-01,public,BBB,A,0.0,0.25255206305647726
2011-04-01,public,BBB,AAA,0.0,0.0
2011-04-01,public,BBB,B,0.0,0.0
2011-04-01,public,BBB,BB,0.0,0.0013045861604003423
2011-04-01,public,BBB,BBB,1.0,0.7461433507831224
2011-04-01,public,BBB,C,0.0,0.0
2011-04-01,public,BBB,D,0.0,0.0
2011-04-01,public,C,A,0.0,0.0
2011-04-01,public,C,AAA,0.0,0.0
2011-04-01,public,C,B,0.0,0.0
2011-04-01,public,C,BB,0.0,0.0
2011-04-01,public,C,BBB,0.0,0.0
2011-04-01,public,C,C,1.0,0.9906331130636983
2011-04-01,public,C,D,0.0,0.009366886936301668
2011-07-01,public,A,A,1.0,0.8993059345599352
2011-07-01,public,A,AAA,0.0,0.04177023814381109
2011-07-01,public,A,B,0.0,0.0005351347345708415
2011-07-01,public,A,BB,0.0,0.0
2011-07-01,public,A,BBB,0.0,0.05838869256168287
2011-07-01,public,A,C,0.0,0.0
2011-07-01,public,A,D,0.0,0.0
2011-07-01,public,AAA,A,0.0,0.0
2011-07-01,public,AAA,AAA,1.0,1.0
2011-07-01,public,AAA,B,0.0,0.0
2011-07-01,public,AAA,BB,0.0,0.0
2011-07-01,public,AAA,BBB,0.0,0.0
2011-07-01,public,AAA,C,0.0,0.0
2011-07-01,public,AAA,D,0.0,0.0
2011-07-01,public,B,A,0.0,0.0
2011-07-01,public,B,AAA,0.0,0.0
2011-07-01,public,B,B,1.0,0.9706175871571928
2011-07-01,public,B,BB,0.0,0.0
2011-07-01,public,B,BBB,0.0,0.0
2011-07-01,public,B,C,0.0,0.022558998838569277
2011-07-01,public,B,D,0.0,0.006823414004237946
2011-07-01,public,BB,A,0.0,0.0
2011-07-01,public,BB,AAA,0.0,0.0
2011-07-01,public,BB,B,0.0,0.008288622721276371
2011-07-01,public,BB,BB,1.0,0.9912411366094214
2011-07-01,public,BB,BBB,0.0,0.0
2011-07-01,public,BB,C,0.0,0.00047024066930227156
2011-07-01,public,BB,D,0.0,0.0
2011-07-01,public,BBB,A,0.0,0.06104155104231712
2011-07-01,public,BBB,AAA,0.0,0.0
2011-07-01,public,BBB,B,0.0,0.0
2011-07-01,public,BBB,BB,0.0,0.016553805635749198
2011-07-01,public,BBB,BBB,1.0,0.9224046433219337
2011-07-01,public,BBB,C,0.0,0.0
2011-07-01,public,BBB,D,0.0,0.0
2011-07-01,public,C,A,0.0,0.0
2011-07-01,public,C,AAA,0.0,0.0
2011-07-01,public,C,B,0.0,0.0
2011-07-01,public,C,BB,0.0,0.0
2011-07-01,public,C,BBB,0.0,0.0
2011-07-01,public,C,C,1.0,0.9615772298766525
2011-07-01,public,C,D,0.0,0.03842277012334749
2011-10-01,public,A,A,1.0,0.7418605207639772
2011-10-01,public,A,AAA,0.0,0.004242986655275116
2011-10-01,public,A,B,0.0,0.008899373673133707
2011-10-01,public,A,BB,0.0,0.0
2011-10-01,public,A,BBB,0.0,0.24499711890761394
2011-10-01,public,A,C,0.0,0.0
2011-10-01,public,A,D,0.0,0.0
2011-10-01,public,AAA,A,0.0,0.0
2011-10-01,public,AAA,AAA,1.0,1.0
2011-10-01,public,AAA,B,0.0,0.0
2011-10-01,public,AAA,BB,0.0,0.0
2011-10-01,public,AAA,BBB,0.0,0.0
2011-10-01,public,AAA,C,0.0,0.0
2011-10-01,public,AAA,D,0.0,0.0
2011-10-01,public,B,A,0.0,0.0
2011-10-01,public,B,AAA,0.0,0.0
2011-10-01,public,B,B,1.0,0.888040339642323
2011-10-01,public,B,BB,0.0,0.0
2011-10-01,public,B,BBB,0.0,0.0
2011-10-01,public,B,C,0.0,0.07544530715194428
2011-10-01,public,B,D,0.0,0.03651435320573273
2011-10-01,public,BB,A,0.0,0.0
2011-10-01,public,BB,AAA,0.0,0.0
2011-10-01,public,BB,B,0.0,0.06217160490139928
2011-10-01,public,BB,BB,1.0,0.9297677497752028
2011-10-01,public,BB,BBB,0.0,0.0
2011-10-01,public,BB,C,0.0,0.008060645323397925
2011-10-01,public,BB,D,0.0,0.0
2011-10-01,public,BBB,A,0.0,0.007188911515291663
2011-10-01,public,BBB,AAA,0.0,0.0
2011-10-01,public,BBB,B,0.0,0.0
2011-10-01,public,BBB,BB,0.0,0.10950176821128577
2011-10-01,public,BBB,BBB,1.0,0.8833093202734226
2011-10-01,public,BBB,C,0.0,0.0
2011-10-01,public,BBB,D,0.0,0.0
2011-10-01,public,C,A,0.0,0.0
2011-10-01,public,C,AAA,0.0,0.0
2011-10-01,public,C,B,0.0,0.0
2011-10-01,public,C,BB,0.0,0.0
2011-10-01,public,C,BBB,0.0,0.0
2011-10-01,public,C,C,0.0,0.879653957719913
2011-10-01,public,C,D,1.0,0.12034604228008705
2012-01-01,public,A,A,1.0,0.8462490041482
2012-01-01,public,A,AAA,0.0,0.01335083732134379
2012-01-01,public,A,B,0.0,0.0026679497930081537
2012-01-01,public,A,BB,0.0,0.0
2012-01-01,public,A,BBB,0.0,0.13773220873744796
2012-01-01,public,A,C,0.0,0.0
2012-01-01,public,A,D,0.0,0.0
2012-01-01,public,AAA,A,0.0,0.0
2012-01-01,public,AAA,AAA,1.0,1.0
2012-01-01,public,AAA,B,0.0,0.0
2012-01-01,public,AAA,BB,0.0,0.0
2012-01-01,public,AAA,BBB,0.0,0.0
2012-01-01,public,AAA,C,0.0,0.0
2012-01-01,public,AAA,D,0.0,0.0
2012-01-01,public,B,A,0.0,0.0
2012-01-01,public,B,AAA,0.0,0.0
2012-01-01,public,B,B,1.0,0.93664924277882
2012-01-01,public,B,BB,0.0,0.0
2012-01-01,public,B,BBB,0.0,0.0
2012-01-01,public,B,C,0.0,0.04564924498719754
2012-01-01,public,B,D,0.0,0.017701512233982447
2012-01-01,public,BB,A,0.0,0.0
2012-01-01,public,BB,AAA,0.0,0.0
2012-01-01,public,BB,B,0.0,0.026975089831777446
2012-01-01,public,BB,BB,1.0,0.9706416489800652
2012-01-01,public,BB,BBB,0.0,0.0
2012-01-01,public,BB,C,0.0,0.00238326118815735
2012-01-01,public,BB,D,0.0,0.0
2012-01-01,public,BBB,A,0.0,0.021105314236471995
2012-01-01,public,BBB,AAA,0.0,0.0
2012-01-01,public,BBB,B,0.0,0.0
2012-01-01,public,BBB,BB,0.0,0.04994087145080778
2012-01-01,public,BBB,BBB,1.0,0.9289538143127203
2012-01-01,public,BBB,C,0.0,0.0
2012-01-01,public,BBB,D,0.0,0.0
2012-01-01,public,C,A,0.0,0.0
2012-01-01,public,C,AAA,0.0,0.0
2012-01-01,public,C,B,0.0,0.0
2012-01-01,public,C,BB,0.0,0.0
2012-01-01,public,C,BBB,0.0,0.0
2012-01-01,public,C,C,0.0,0.9262519341096672
2012-01-01,public,C,D,0.0,0.07374806589033281
2012-04-01,public,A,A,1.0,0.7331966342097769
2012-04-01,public,A,AAA,0.0,0.003907836990598712
2012-04-01,public,A,B,0.0,0.009591786890497984
2012-04-01,public,A,BB,0.0,0.0
2012-04-01,public,A,BBB,0.0,0.2533037419091264
2012-04-01,public,A,C,0.0,0.0
2012-04-01,public,A,D,0.0,0.0
2012-04-01,public,AAA,A,0.0,0.0
2012-04-01,public,AAA,AAA,1.0,1.0
2012-04-01,public,AAA,B,0.0,0.0
2012-04-01,public,AAA,BB,0.0,0.0
2012-04-01,public,AAA,BBB,0.0,0.0
2012-04-01,public,AAA,C,0.0,0.0
2012-04-01,public,AAA,D,0.0,0.0
2012-04-01,public,B,A,0.0,0.0
2012-04-01,public,B,AAA,0.0,0.0
2012-04-01,public,B,B,0.0,0.8840290132713897
2012-04-01,public,B,BB,0.0,0.0
2012-04-01,public,B,BBB,0.0,0.0
2012-04-01,public,B,C,0.0,0.07776128754747563
2012-04-01,public,B,D,0.0,0.0382096991811346
2012-04-01,public,BB,A,0.0,0.0
2012-04-01,public,BB,AAA,0.0,0.0
2012-04-01,public,BB,B,0.0,0.06536066355689342
2012-04-01,public,BB,BB,1.0,0.9259435662912584
2012-04-01,public,BB,BBB,0.0,0.0
2012-04-01,public,BB,C,0.0,0.008695770151848156
2012-04-01,public,BB,D,0.0,0.0
2012-04-01,public,BBB,A,0.0,0.006652176596359749
2012-04-01,public,BBB,AAA,0.0,0.0
2012-04-01,public,BBB,B,0.0,0.0
2012-04-01,public,BBB,BB,0.0,0.1148081120280714
2012-04-01,public,BBB,BBB,1.0,0.8785397113755689
2012-04-01,public,BBB,C,0.0,0.0
2012-04-01,public,BBB,D,0.0,0.0
2012-04-01,public,C,A,0.0,0.0
2012-04-01,public,C,AAA,0.0,0.0
2012-04-01,public,C,B,0.0,0.0
2012-04-01,public,C,BB,0.0,0.0
2012-04-01,public,C,BBB,0.0,0.0
2012-04-01,public,C,C,0.0,0.8759257036809256
2012-04-01,public,C,D,0.0,0.12407429631907435
2012-07-01,public,A,A,1.0,0.7331966342097769
2012-07-01,public,A,AAA,0.0,0.003907836990598712
2012-07-01,public,A,B,0.0,0.009591786890497984
2012-07-01,public,A,BB,0.0,0.0
2012-07-01,public,A,BBB,0.0,0.2533037419091264
2012-07-01,public,A,C,0.0,0.0
2012-07-01,public,A,D,0.0,0.0
2012-07-01,public,AAA,A,0.0,0.0
2012-07-01,public,AAA,AAA,1.0,1.0
2012-07-01,public,AAA,B,0.0,0.0
2012-07-01,public,AAA,BB,0.0,0.0
2012-07-01,public,AAA,BBB,0.0,0.0
2012-07-01,public,AAA,C,0.0,0.0
2012-07-01,public,AAA,D,0.0,0.0
2012-07-01,public,B,A,0.0,0.0
2012-07-01,public,B,AAA,0.0,0.0
2012-07-01,public,B,B,0.0,0.8840290132713897
2012-07-01,public,B,BB,0.0,0.0
2012-07-01,public,B,BBB,0.0,0.0
2012-07-01,public,B,C,0.0,0.07776128754747563
2012-07-01,public,B,D,0.0,0.0382096991811346
2012-07-01,public,BB,A,0.0,0.0
2012-07-01,public,BB,AAA,0.0,0.0
2012-07-01,public,BB,B,0.0,0.06536066355689342
2012-07-01,public,BB,BB,1.0,0.9259435662912584
2012-07-01,public,BB,BBB,0.0,0.0
2012-07-01,public,BB,C,0.0,0.008695770151848156
2012-07-01,public,BB,D,0.0,0.0
2012-07-01,public,BBB,A,0.0,0.006652176596359749
2012-07-01,public,BBB,AAA,0.0,0.0
2012-07-01,public,BBB,B,0.0,0.0
2012-07-01,public,BBB,BB,0.0,0.1148081120280714
2012-07-01,public,BBB,BBB,1.0,0.8785397113755689
2012-07-01,public,BBB,C,0.0,0.0
2012-07-01,public,BBB,D,0.0,0.0
2012-07-01,public,C,A,0.0,0.0
2012-07-01,public,C,AAA,0.0,0.0
2012-07-01,public,C,B,0.0,0.0
2012-07-01,public,C,BB,0.0,0.0
2012-07-01,public,C,BBB,0.0,0.0
2012-07-01,public,C,C,0.0,0.8759257036809256
2012-07-01,public,C,D,0.0,0.12407429631907435
2012-10-01,public,A,A,1.0,0.5949445044840936
2012-10-01,public,A,AAA,0.0,0.0011398332116548948
2012-10-01,public,A,B,0.0,0.025544882812342077
2012-10-01,public,A,BB,0.0,0.0
2012-10-01,public,A,BBB,0.0,0.3783707794919094
2012-10-01,public,A,C,0.0,0.0
2012-10-01,public,A,D,0.0,0.0
2012-10-01,public,AAA,A,0.0,0.0
2012-10-01,public,AAA,AAA,1.0,1.0
2012-10-01,public,AAA,B,0.0,0.0
2012-10-01,public,AAA,BB,0.0,0.0
2012-10-01,public,AAA,BBB,0.0,0.0
2012-10-01,public,AAA,C,0.0,0.0
2012-10-01,public,AAA,D,0.0,0.0
2012-10-01,public,B,A,0.0,0.0
2012-10-01,public,B,AAA,0.0,0.0
2012-10-01,public,B,B,0.0,0.8167387601694756
2012-10-01,public,B,BB,0.0,0.0
2012-10-01,public,B,BBB,0.0,0.0
2012-10-01,public,B,C,0.0,0.11375593190496455
2012-10-01,public,B,D,0.0,0.0695053079255599
2012-10-01,public,BB,A,0.0,0.0
2012-10-01,public,BB,AAA,0.0,0.0
2012-10-01,public,BB,B,0.5,0.12225495883627613
2012-10-01,public,BB,BB,0.5,0.8542896364244376
2012-10-01,public,BB,BBB,0.0,0.0
2012-10-01,public,BB,C,0.0,0.02345540473928631
2012-10-01,public,BB,D,0.0,0.0
2012-10-01,public,BBB,A,0.0,0.002073643558784366
2012-10-01,public,BBB,AAA,0.0,0.0
2012-10-01,public,BBB,B,0.0,0.0
2012-10-01,public,BBB,BB,0.0,0.20893311133045717
2012-10-01,public,BBB,BBB,1.0,0.7889932451107584
2012-10-01,public,BBB,C,0.0,0.0
2012-10-01,public,BBB,D,0.0,0.0
2012-10-01,public,C,A,0.0,0.0
2012-10-01,public,C,AAA,0.0,0.0
2012-10-01,public,C,B,0.0,0.0
2012-10-01,public,C,BB,0.0,0.0
2012-10-01,public,C,BBB,0.0,0.0
2012-10-01,public,C,C,0.0,0.8149345857067394
2012-10-01,public,C,D,0.0,0.18506541429326057
2013-01-01,public,A,A,1.0,0.7331966342097769
2013-01-01,public,A,AAA,0.0,0.003907836990598712
2013-01-01,public,A,B,0.0,0.009591786890497984
2013-01-01,public,A,BB,0.0,0.0
2013-01-01,public,A,BBB,0.0,0.2533037419091264
2013-01-01,public,A,C,0.0,0.0
2013-01-01,public,A,D,0.0,0.0
2013-01-01,public,AAA,A,0.0,0.0
2013-01-01,public,AAA,AAA,1.0,1.0
2013-01-01,public,AAA,B,0.0,0.0
2013-01-01,public,AAA,BB,0.0,0.0
2013-01-01,public,AAA,BBB,0.0,0.0
2013-01-01,public,AAA,C,0.0,0.0
2013-01-01,public,AAA,D,0.0,0.0
2013-01-01,public,B,A,0.0,0.0
2013-01-01,public,B,AAA,0.0,0.0
2013-01-01,public,B,B,0.0,0.8840290132713897
2013-01-01,public,B,BB,0.0,0.0
2013-01-01,public,B,BBB,0.0,0.0
2013-01-01,public,B,C,0.0,0.07776128754747563
2013-01-01,public,B,D,0.0,0.0382096991811346
2013-01-01,public,BB,A,0.0,0.0
2013-01-01,public,BB,AAA,0.0,0.0
2013-01-01,public,BB,B,0.0,0.06536066355689342
2013-01-01,public,BB,BB,1.0,0.9259435662912584
2013-01-01,public,BB,BBB,0.0,0.0
2013-01-01,public,BB,C,0.0,0.008695770151848156
2013-01-01,public,BB,D,0.0,0.0
2013-01-01,public,BBB,A,0.0,0.006652176596359749
2013-01-01,public,BBB,AAA,0.0,0.0
2013-01-01,public,BBB,B,0.0,0.0
2013-01-01,public,BBB,BB,0.0,0.1148081120280714
2013-01-01,public,BBB,BBB,1.0,0.8785397113755689
2013-01-01,public,BBB,C,0.0,0.0
2013-01-01,public,BBB,D,0.0,0.0
2013-01-01,public,C,A,0.0,0.0
2013-01-01,public,C,AAA,0.0,0.0
2013-01-01,public,C,B,0.0,0.0
2013-01-01,public,C,BB,0.0,0.0
2013-01-01,public,C,BBB,0.0,0.0
2013-01-01,public,C,C,0.0,0.8759257036809256
2013-01-01,public,C,D,0.0,0.12407429631907435
2013-04-01,public,A,A,0.8,0.5662207476794694
2013-04-01,public,A,AAA,0.0,0.0008879472841496483
2013-04-01,public,A,B,0.0,0.03029208272969587
2013-04-01,public,A,BB,0.0,0.0
2013-04-01,public,A,BBB,0.2,0.4025992223066851
2013-04-01,public,A,C,0.0,0.0
2013-04-01,public,A,D,0.0,0.0
2013-04-01,public,AAA,A,0.0,0.0
2013-04-01,public,AAA,AAA,1.0,1.0
2013-04-01,public,AAA,B,0.0,0.0
2013-04-01,public,AAA,BB,0.0,0.0
2013-04-01,public,AAA,BBB,0.0,0.0
2013-04-01,public,AAA,C,0.0,0.0
2013-04-01,public,AAA,D,0.0,0.0
2013-04-01,public,B,A,0.0,0.0
2013-04-01,public,B,AAA,0.0,0.0
2013-04-01,public,B,B,0.0,0.801655787941207
2013-04-01,public,B,BB,0.0,0.0
2013-04-01,public,B,BBB,0.0,0.0
2013-04-01,public,B,C,0.0,0.12112522978514849
2013-04-01,public,B,D,1.0,0.0772189822736445
2013-04-01,public,BB,A,0.0,0.0
2013-04-01,public,BB,AAA,0.0,0.0
2013-04-01,public,BB,B,0.0,0.135464329955455
2013-04-01,public,BB,BB,1.0,0.8366550950796832
2013-04-01,public,BB,BBB,0.0,0.0
2013-04-01,public,BB,C,0.0,0.027880574964861893
2013-04-01,public,BB,D,0.0,0.0
2013-04-01,public,BBB,A,0.0,0.001636073963180218
2013-04-01,public,BBB,AAA,0.0,0.0
2013-04-01,public,BBB,B,0.0,0.0
2013-04-01,public,BBB,BB,0.0,0.2308891427415123
2013-04-01,public,BBB,BBB,1.0,0.7674747832953075
2013-04-01,public,BBB,C,0.0,0.0
2013-04-01,public,BBB,D,0.0,0.0
2013-04-01,public,C,A,0.0,0.0
2013-04-01,public,C,AAA,0.0,0.0
2013-04-01,public,C,B,0.0,0.0
2013-04-01,public,C,BB,0.0,0.0
2013-04-01,public,C,BBB,0.0,0.0
2013-04-01,public,C,C,0.0,0.8015501491115624
2013-04-01,public,C,D,0.0,0.19844985088843764
2013-07-01,public,A,A,0.8,0.7512920752139165
2013-07-01,public,A,AAA,0.0,0.004646580473913309
2013-07-01,public,A,B,0.0,0.008179679994916917
2013-07-01,public,A,BB,0.0,0.0
2013-07-01,public,A,BBB,0.2,0.23588166431725327
2013-07-01,public,A,C,0.0,0.0
2013-07-01,public,A,D,0.0,0.0
2013-07-01,public,AAA,A,0.0,0.0
2013-07-01,public,AAA,AAA,1.0,1.0
2013-07-01,public,AAA,B,0.0,0.0
2013-07-01,public,AAA,BB,0.0,0.0
2013-07-01,public,AAA,BBB,0.0,0.0
2013-07-01,public,AAA,C,0.0,0.0
2013-07-01,public,AAA,D,0.0,0.0
2013-07-01,public,B,A,0.0,0.0
2013-07-01,public,B,AAA,0.0,0.0
2013-07-01,public,B,B,1.0,0.892392738557362
2013-07-01,public,B,BB,0.0,0.0
2013-07-01,public,B,BBB,0.0,0.0
2013-07-01,public,B,C,0.0,0.07290924675075544
2013-07-01,public,B,D,0.0,0.034698014691882606
2013-07-01,public,BB,A,0.0,0.0
2013-07-01,public,BB,AAA,0.0,0.0
2013-07-01,public,BB,B,0.0,0.05875014990842346
2013-07-01,public,BB,BB,1.0,0.933848647558121
2013-07-01,public,BB,BBB,0.0,0.0
2013-07-01,public,BB,C,0.0,0.007401202533455486
2013-07-01,public,BB,D,0.0,0.0
2013-07-01,public,BBB,A,0.0,0.0078317557679628
2013-07-01,public,BBB,AAA,0.0,0.0
2013-07-01,public,BBB,B,0.0,0.0
2013-07-01,public,BBB,BB,0.0,0.10379829411773389
2013-07-01,public,BBB,BBB,1.0,0.8883699501143033
2013-07-01,public,BBB,C,0.0,0.0
2013-07-01,public,BBB,D,0.0,0.0
2013-07-01,public,C,A,0.0,0.0
2013-07-01,public,C,AAA,0.0,0.0
2013-07-01,public,C,B,0.0,0.0
2013-07-01,public,C,BB,0.0,0.0
2013-07-01,public,C,BBB,0.0,0.0
2013-07-01,public,C,C,0.0,0.8837151143200627
2013-07-01,public,C,D,0.0,0.11628488567993733
2013-10-01,public,A,A,0.8,0.7512920752139165
2013-10-01,public,A,AAA,0.0,0.004646580473913309
2013-10-01,public,A,B,0.0,0.008179679994916917
2013-10-01,public,A,BB,0.0,0.0
2013-10-01,public,A,BBB,0.2,0.23588166431725327
2013-10-01,public,A,C,0.0,0.0
2013-10-01,public,A,D,0.0,0.0
2013-10-01,public,AAA,A,0.0,0.0
2013-10-01,public,AAA,AAA,1.0,1.0
2013-10-01,public,AAA,B,0.0,0.0
2013-10-01,public,AAA,BB,0.0,0.0
2013-10-01,public,AAA,BBB,0.0,0.0
2013-10-01,public,AAA,C,0.0,0.0
2013-10-01,public,AAA,D,0.0,0.0
2013-10-01,public,B,A,0.0,0.0
2013-10-01,public,B,AAA,0.0,0.0
2013-10-01,public,B,B,1.0,0.892392738557362
2013-10-01,public,B,BB,0.0,0.0
2013-10-01,public,B,BBB,0.0,0.0
2013-10-01,public,B,C,0.0,0.07290924675075544
2013-10-01,public,B,D,0.0,0.034698014691882606
2013-10-01,public,BB,A,0.0,0.0
2013-10-01,public,BB,AAA,0.0,0.0
2013-10-01,public,BB,B,0.0,0.05875014990842346
2013-10-01,public,BB,BB,1.0,0.933848647558121
2013-10-01,public,BB,BBB,0.0,0.0
